Time,Setpoint,Speed,Control,Load
0.674,30,8.78933,12,0
0.675,30,8.80005,12,0
0.676,30,8.81076,12,0
0.677,30,8.82145,12,0
0.678,30,8.83212,12,0
0.679,30,8.84279,12,0
0.68,30,8.85344,12,0
0.681,30,8.86408,12,0
0.682,30,8.8747,12,0
0.683,30,8.88531,12,0
0.684,30,8.89591,12,0
0.685,30,8.9065,12,0
0.686,30,8.91707,12,0
0.687,30,8.92763,12,0
0.688,30,8.93817,12,0
0.689,30,8.9487,12,0
0.69,30,8.95922,12,0
0.691,30,8.96973,12,0
0.692,30,8.98022,12,0
0.693,30,8.9907,12,0
0.694,30,9.00117,12,0
0.695,30,9.01162,12,0
0.696,30,9.02206,12,0
0.697,30,9.03249,12,0
0.698,30,9.0429,12,0
0.699,30,9.0533,12,0
0.7,30,9.06369,12,0
0.701,30,9.07406,12,0
0.702,30,9.08442,12,0
0.703,30,9.09477,12,0
0.704,30,9.10511,12,0
0.705,30,9.11543,12,0
0.706,30,9.12574,12,0
0.707,30,9.13604,12,0
0.708,30,9.14632,12,0
0.709,30,9.15659,12,0
0.71,30,9.16685,12,0
0.711,30,9.17709,12,0
0.712,30,9.18732,12,0
0.713,30,9.19754,12,0
0.714,30,9.20775,12,0
0.715,30,9.21794,12,0
0.716,30,9.22812,12,0
0.717,30,9.23829,12,0
0.718,30,9.24844,12,0
0.719,30,9.25859,12,0
0.72,30,9.26872,12,0
0.721,30,9.27883,12,0
0.722,30,9.28894,12,0
0.723,30,9.29903,12,0
0.724,30,9.3091,12,0
0.725,30,9.31917,12,0
0.726,30,9.32922,12,0
0.727,30,9.33926,12,0
0.728,30,9.34929,12,0
0.729,30,9.35931,12,0
0.73,30,9.36931,12,0
0.731,30,9.3793,12,0
0.732,30,9.38927,12,0
0.733,30,9.39924,12,0
0.734,30,9.40919,12,0
0.735,30,9.41913,12,0
0.736,30,9.42906,12,0
0.737,30,9.43897,12,0
0.738,30,9.44887,12,0
0.739,30,9.45876,12,0
0.74,30,9.46864,12,0
0.741,30,9.4785,12,0
0.742,30,9.48835,12,0
0.743,30,9.49819,12,0
0.744,30,9.50802,12,0
0.745,30,9.51783,12,0
0.746,30,9.52763,12,0
0.747,30,9.53742,12,0
0.748,30,9.5472,12,0
0.749,30,9.55696,12,0
0.75,30,9.56672,12,0
0.751,30,9.57646,12,0
0.752,30,9.58618,12,0
0.753,30,9.5959,12,0
0.754,30,9.6056,12,0
0.755,30,9.61529,12,0
0.756,30,9.62497,12,0
0.757,30,9.63464,12,0
0.758,30,9.64429,12,0
0.759,30,9.65393,12,0
0.76,30,9.66356,12,0
0.761,30,9.67318,12,0
0.762,30,9.68278,12,0
0.763,30,9.69238,12,0
0.764,30,9.70196,12,0
0.765,30,9.71152,12,0
0.766,30,9.72108,12,0
0.767,30,9.73062,12,0
0.768,30,9.74016,12,0
0.769,30,9.74968,12,0
0.77,30,9.75918,12,0
0.771,30,9.76868,12,0
0.772,30,9.77816,12,0
0.773,30,9.78764,12,0
0.774,30,9.79709,12,0
0.775,30,9.80654,12,0
0.776,30,9.81598,12,0
0.777,30,9.8254,12,0
0.778,30,9.83481,12,0
0.779,30,9.84421,12,0
0.78,30,9.8536,12,0
0.781,30,9.86298,12,0
0.782,30,9.87234,12,0
0.783,30,9.88169,12,0
0.784,30,9.89103,12,0
0.785,30,9.90036,12,0
0.786,30,9.90968,12,0
0.787,30,9.91898,12,0
0.788,30,9.92827,12,0
0.789,30,9.93755,12,0
0.79,30,9.94682,12,0
0.791,30,9.95608,12,0
0.792,30,9.96533,12,0
