Time,Setpoint,Speed,Control,Load
26.564,10,10.1243,4.07987,-1.5
26.565,10,10.1243,4.07986,-1.5
26.566,10,10.1243,4.07985,-1.5
26.567,10,10.1243,4.07984,-1.5
26.568,10,10.1243,4.07984,-1.5
26.569,10,10.1243,4.07983,-1.5
26.57,10,10.1243,4.07982,-1.5
26.571,10,10.1243,4.07981,-1.5
26.572,10,10.1242,4.07981,-1.5
26.573,10,10.1242,4.0798,-1.5
26.574,10,10.1242,4.07979,-1.5
26.575,10,10.1242,4.07978,-1.5
26.576,10,10.1242,4.07978,-1.5
26.577,10,10.1242,4.07977,-1.5
26.578,10,10.1242,4.07976,-1.5
26.579,10,10.1242,4.07975,-1.5
26.58,10,10.1241,4.07975,-1.5
26.581,10,10.1241,4.07974,-1.5
26.582,10,10.1241,4.07973,-1.5
26.583,10,10.1241,4.07972,-1.5
26.584,10,10.1241,4.07972,-1.5
26.585,10,10.1241,4.07971,-1.5
26.586,10,10.1241,4.0797,-1.5
26.587,10,10.1241,4.07969,-1.5
26.588,10,10.1241,4.07969,-1.5
26.589,10,10.124,4.07968,-1.5
26.59,10,10.124,4.07967,-1.5
26.591,10,10.124,4.07966,-1.5
26.592,10,10.124,4.07966,-1.5
26.593,10,10.124,4.07965,-1.5
26.594,10,10.124,4.07964,-1.5
26.595,10,10.124,4.07963,-1.5
26.596,10,10.124,4.07963,-1.5
26.597,10,10.124,4.07962,-1.5
26.598,10,10.1239,4.07961,-1.5
26.599,10,10.1239,4.0796,-1.5
26.6,10,10.1239,4.0796,-1.5
26.601,10,10.1239,4.07959,-1.5
26.602,10,10.1239,4.07958,-1.5
26.603,10,10.1239,4.07957,-1.5
26.604,10,10.1239,4.07957,-1.5
26.605,10,10.1239,4.07956,-1.5
26.606,10,10.1238,4.07955,-1.5
26.607,10,10.1238,4.07954,-1.5
26.608,10,10.1238,4.07954,-1.5
26.609,10,10.1238,4.07953,-1.5
26.61,10,10.1238,4.07952,-1.5
26.611,10,10.1238,4.07952,-1.5
26.612,10,10.1238,4.07951,-1.5
26.613,10,10.1238,4.0795,-1.5
26.614,10,10.1238,4.07949,-1.5
26.615,10,10.1237,4.07949,-1.5
26.616,10,10.1237,4.07948,-1.5
26.617,10,10.1237,4.07947,-1.5
26.618,10,10.1237,4.07946,-1.5
26.619,10,10.1237,4.07946,-1.5
26.62,10,10.1237,4.07945,-1.5
26.621,10,10.1237,4.07944,-1.5
26.622,10,10.1237,4.07943,-1.5
26.623,10,10.1236,4.07943,-1.5
26.624,10,10.1236,4.07942,-1.5
26.625,10,10.1236,4.07941,-1.5
26.626,10,10.1236,4.0794,-1.5
26.627,10,10.1236,4.0794,-1.5
26.628,10,10.1236,4.07939,-1.5
26.629,10,10.1236,4.07938,-1.5
26.63,10,10.1236,4.07937,-1.5
26.631,10,10.1236,4.07937,-1.5
26.632,10,10.1235,4.07936,-1.5
26.633,10,10.1235,4.07935,-1.5
26.634,10,10.1235,4.07934,-1.5
26.635,10,10.1235,4.07934,-1.5
26.636,10,10.1235,4.07933,-1.5
26.637,10,10.1235,4.07932,-1.5
26.638,10,10.1235,4.07931,-1.5
26.639,10,10.1235,4.07931,-1.5
26.64,10,10.1235,4.0793,-1.5
26.641,10,10.1234,4.07929,-1.5
26.642,10,10.1234,4.07928,-1.5
26.643,10,10.1234,4.07928,-1.5
26.644,10,10.1234,4.07927,-1.5
26.645,10,10.1234,4.07926,-1.5
26.646,10,10.1234,4.07925,-1.5
26.647,10,10.1234,4.07925,-1.5
26.648,10,10.1234,4.07924,-1.5
26.649,10,10.1233,4.07923,-1.5
26.65,10,10.1233,4.07922,-1.5
26.651,10,10.1233,4.07922,-1.5
26.652,10,10.1233,4.07921,-1.5
26.653,10,10.1233,4.0792,-1.5
26.654,10,10.1233,4.07919,-1.5
26.655,10,10.1233,4.07919,-1.5
26.656,10,10.1233,4.07918,-1.5
26.657,10,10.1233,4.07917,-1.5
26.658,10,10.1232,4.07916,-1.5
26.659,10,10.1232,4.07916,-1.5
26.66,10,10.1232,4.07915,-1.5
26.661,10,10.1232,4.07914,-1.5
26.662,10,10.1232,4.07913,-1.5
26.663,10,10.1232,4.07913,-1.5
